Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Soil_Moisture,Crop,Yield
94,39,18,23.89114571,57.48775781,5.893093135,33.74430868,Maize,6.956580817891624
75,49,15,21.53574127,71.50905983,5.918263801,33.64519911,Maize,4.935783276972842
78,48,22,23.08974909,63.10459626,5.588650585,24.43526899,Maize,7.192553591573088
87,54,20,25.61707368,63.4711755,6.576418207,35.46849891,Maize,8.566330610407194
87,35,25,21.44526922,63.1621551,6.178056304,23.12917008,Maize,6.455175619958954
63,43,19,18.51816776,55.53128131,6.641906353,30.34139397,Maize,2.942455718591819
84,57,25,22.53510514,67.99257471,6.489040367,22.70363804,Maize,8.721560087905829
64,35,23,23.02038334,61.89472002,5.680361038,22.30989482,Maize,6.150028716508817
60,46,22,24.89364635,65.61418761,6.625404348,29.46258865,Maize,7.440579277425947
98,44,21,25.77175115,74.089114,6.524478032,35.08425049,Maize,8.670183312995926
75,56,18,19.39851734,62.35750641,5.696205468,21.7103376,Maize,3.802969944338649
86,55,21,21.54156232,59.64024162,6.803931519,35.73320072,Maize,6.839923444652423
98,35,18,23.79746068,74.82913698,6.252797548,30.56418728,Maize,7.017705163471512
76,57,18,18.9802729,74.52600826,6.092725883,31.28232573,Maize,3.648004768131816
99,56,17,24.10859207,73.13112261,6.234330356,24.61943171,Maize,7.936961131058234
60,44,23,24.7947077,70.04556743,5.722579819,26.24385077,Maize,7.019651124276091
74,48,17,21.63162756,60.27766379,6.430616465,24.08564109,Maize,5.640258303802159
89,60,17,25.37548751,57.21025565,5.983952675,33.41966397,Maize,7.705113508179965
69,51,23,22.21738222,72.85462807,6.80163854,34.83371141,Maize,7.044780435868298
96,46,22,20.58314011,69.00128641,6.499936446,23.24537459,Maize,6.13644008104274
61,60,15,24.87502824,68.74248334,6.265564338,30.41970303,Maize,6.286623011374172
74,58,18,20.03728219,56.35606753,6.727303282,35.52417845,Maize,4.663220249560639
74,43,23,25.95263264,61.89082199,6.325235159,32.81029082,Maize,7.998659554549303
63,43,17,19.28889933,65.47050802,6.807487794,24.68952032,Maize,3.2505784271555265
99,36,20,20.57981887,65.34583901,6.671085817,26.70863354,Maize,5.319138151222355
77,36,23,24.71417533,56.73426469,6.648725327,29.61310879,Maize,7.79558519342343
87,60,23,20.27317074,63.91281869,6.439071996,22.1561836,Maize,6.140167068924577
60,38,17,18.41932981,64.23580251,6.474476516,26.15319666,Maize,2.538298621080946
94,54,17,23.39128187,61.74427165,5.871647806,35.03442917,Maize,7.1943403774572126
95,38,22,19.84939404,61.24500053,5.730617109,33.15198983,Maize,4.625261394299128
84,44,21,21.869274,61.91044947,5.850439831,35.01959566,Maize,6.399826305
77,58,19,22.8056033,56.50768935,5.791649933,33.3894481,Maize,6.919405231571616
66,44,20,19.0781471,69.02298571,6.740000688,27.39228719,Maize,3.546389776051603
63,35,16,22.02720976,65.35549924,6.272417541,28.25655196,Maize,4.733781129740658
79,45,20,23.80546189,59.24537979,5.715208817,30.0466096,Maize,7.118238526423097
72,60,25,18.52510753,69.0276233,5.773454729,29.51216781,Maize,3.7801023799720097
67,51,24,23.50297882,61.32026065,5.584171461,22.80974547,Maize,7.422791454036515
86,36,24,26.54986394,72.89187265,5.787268394,25.26906912,Maize,7.483472854058048
76,48,18,19.29563411,69.63481219,5.77597783,28.10640969,Maize,3.618652743449951
75,53,18,20.68899915,59.4375337,6.864793607,33.98029828,Maize,5.091568811206983
81,45,23,19.32666088,68.034493,6.192360003,28.39933672,Maize,4.4307850516194645
73,45,21,24.60532218,73.58868502,6.636803223,31.95171064,Maize,7.800264891327752
71,35,24,22.27373646,59.52193158,5.826426917,23.7261632,Maize,6.238273496457882
96,54,22,25.70196694,61.33450447,6.960358276,28.10549226,Maize,8.981921392995725
99,39,18,19.20129357,68.30578978,6.11275104,29.43992055,Maize,3.7867666139435454
62,48,20,21.70181447,60.47470519,6.708446922,31.69939216,Maize,5.772766814241903
86,37,16,20.51716779,59.21235483,5.561510732,23.62360269,Maize,4.047538941585521
94,50,19,23.30355338,73.62548442,5.873242491,32.23873929,Maize,7.50232652618474
76,39,24,24.2547451,55.64709899,6.995843776,22.65472832,Maize,7.785019109123679
77,52,17,24.86374934,65.7420046,5.714799723,25.98353582,Maize,6.828706575720629
74,39,23,22.6265115,65.77472881,6.78073637,29.53233055,Maize,6.965927645951244
81,49,20,18.04185513,60.61494304,5.513697923,34.14717284,Maize,2.8202333843180587
63,42,21,23.26237612,72.33125523,5.798423908,23.47765845,Maize,6.365256413112725
99,38,21,22.88330922,71.59722446,6.352471866,23.65740603,Maize,7.550590137959895
90,52,25,25.97482359,69.36385721,6.822586546,33.85730494,Maize,9.4001837913282
68,40,19,26.14384005,66.20569924,6.655426355,35.01038408,Maize,6.7034599960422
60,57,24,18.66116213,61.55327249,6.121294041,25.75645881,Maize,3.617891164159367
71,52,18,25.10787449,55.97732754,5.790770203,26.65539567,Maize,6.910905415905854
61,59,17,23.33844615,59.24580604,6.47444292,34.37020529,Maize,6.573668107499879
88,38,15,25.08239719,65.92195844,6.455116637,22.15284716,Maize,6.477614744350943
65,60,22,25.36768364,72.52054555,6.606984086,35.20471583,Maize,8.303111430562218
78,37,22,25.34217103,63.31801994,6.330554389,25.60943111,Maize,7.681328256013244
78,58,15,25.00933355,67.816568,6.528631266,22.27402153,Maize,7.038286710400884
92,60,23,18.66746724,71.516474,5.721667141,24.29107257,Maize,4.0787413032040645
79,59,17,20.37999665,63.73849998,6.644205485,35.3751269,Maize,4.992461032118855
91,55,15,18.09300227,72.61024172,6.376651091,26.88551592,Maize,2.8098394305147902
76,51,18,26.16985907,71.96246617,6.247040422,27.14059021,Maize,7.215277196812123
87,48,25,18.65396672,61.37879671,6.656730008,31.09781372,Maize,4.201790952883553
71,60,22,26.07470121,59.37147589,6.2048017,28.83819654,Maize,8.27223679832524
90,57,24,18.92851916,72.80086137,6.158860284,27.85678999,Maize,4.577605387761768
67,35,22,23.30546753,63.24648023,6.385684214,35.4483621,Maize,6.752905926185964
60,54,19,18.74826712,62.49878458,6.417820493,24.3775908,Maize,3.2767699509915684
83,58,23,19.74213321,59.66263104,6.381201909,23.01971664,Maize,5.351445272225396
83,57,19,25.73044432,70.74739256,6.877869005,32.56830844,Maize,7.997375629849401
13,60,25,17.13692774,20.59541693,5.68597166,41.05082241,KidneyBeans,0.7232283126708913
25,70,16,19.63474332,18.90705639,5.759237003,34.75856848,KidneyBeans,1.807604653671943
31,55,22,22.91350245,21.33953114,5.873171894,35.58205632,KidneyBeans,3.9283093966707336
40,64,16,16.43340342,24.24045875,5.926676985,44.53212112,KidneyBeans,0.986634033902299
2,61,20,22.13974653,23.02251117,5.95561668,26.21875936,KidneyBeans,0.3572862523217922
26,65,22,17.84806561,18.77621951,5.949949081,45.3156371,KidneyBeans,1.4501237839862324
17,57,21,19.88394011,20.31564139,5.789214289,21.70107699,KidneyBeans,1.6317095824685068
26,80,18,19.32509638,23.3334788,5.581021521,34.30413641,KidneyBeans,1.884140532753086
17,59,17,18.4167001,23.42829938,5.689858133,42.40807626,KidneyBeans,1.0205570853511678
27,59,22,21.81167649,23.20591245,5.794158504,41.56919807,KidneyBeans,3.238947051109819
28,58,24,19.72702528,18.28173015,5.748190463,45.50663489,KidneyBeans,2.426403865465196
25,57,19,17.15432954,19.87070659,5.566522896,29.48180957,KidneyBeans,0.9738994083809857
28,80,17,19.62207826,18.67170854,5.809419584,45.61975443,KidneyBeans,2.0912987495221618
25,60,22,21.63149148,21.17919701,5.887263027,42.80603299,KidneyBeans,3.0506188562643786
12,78,23,16.06522754,18.72479695,5.99812453,29.50183556,KidneyBeans,0.494610537959321
6,77,25,20.61162204,24.36314135,5.792744849,24.20641912,KidneyBeans,0.9380925845163328
22,79,17,21.42451099,20.39659714,5.912289889,37.67835986,KidneyBeans,2.4762302737340507
27,80,15,19.07096165,21.21092266,5.788386951,28.97102752,KidneyBeans,1.6530547377238782
10,55,23,21.18853178,19.63438599,5.728233081,43.61921359,KidneyBeans,1.4113423537672367
23,65,20,23.0429097,22.42610972,5.833940084,35.33575621,KidneyBeans,3.208263384970827
19,78,16,20.65375833,23.10538637,5.967533236,23.65450847,KidneyBeans,1.89804894182608
19,65,25,18.09551014,18.29318436,5.625096446,45.80179089,KidneyBeans,1.2982317706761335
22,70,19,18.23775702,21.07643273,5.515615023,24.15215973,KidneyBeans,1.2776581792542026
37,64,22,17.48189735,18.8251973,5.954665349,39.23567152,KidneyBeans,1.6125888390366403
11,71,17,19.9191786,21.47324158,5.74644777,27.95561603,KidneyBeans,1.079173731190227
18,79,20,20.27514686,23.2353604,5.877347515,44.35406733,KidneyBeans,1.954900925638717
21,63,17,15.77370214,19.2303162,5.979973965,35.32877626,KidneyBeans,0.5401479004939361
24,80,22,16.71170642,19.17651433,5.635993966,32.00369488,KidneyBeans,0.9766910381671344
34,60,22,17.66148158,18.15302753,5.635231778,33.12390118,KidneyBeans,1.537948594304982
16,75,21,18.50692825,23.61670065,5.679224346,29.21015198,KidneyBeans,1.1968695961343376
17,77,23,24.51324787,20.81527638,5.670062975,22.64223548,KidneyBeans,3.0596144114257924
37,72,18,18.87614998,24.54038287,5.724242065,34.48622167,KidneyBeans,2.093601595789984
40,73,20,21.59343016,20.31871249,5.811314232,21.7640001,KidneyBeans,3.949543990758765
9,77,17,20.12373284,24.45202552,5.783425416,34.70063247,KidneyBeans,0.9729586120222652
1,62,23,15.43546065,18.37477907,5.607808432,44.14661017,KidneyBeans,0.0362583825289051
33,59,22,22.64236876,21.59396123,5.946999529,39.36454066,KidneyBeans,4.091860586342393
23,59,19,21.98560799,24.87304788,5.852046999,41.42674141,KidneyBeans,2.742410092571989
6,62,22,20.53052663,18.09224048,5.824090984,38.80773816,KidneyBeans,0.8257399071720634
25,63,20,15.78601387,21.14544088,5.502999119,31.54318428,KidneyBeans,0.6416901509727813
7,79,23,19.6365349,19.68751084,5.821649914,31.97094521,KidneyBeans,0.8580019687483652
8,72,17,20.57341244,19.7520218,5.711439256,29.44789989,KidneyBeans,0.9345288967198364
27,64,15,20.16080524,24.84207559,5.514927264,43.91845178,KidneyBeans,1.9378546515108788
28,66,23,21.53989176,24.25386207,5.99616119,38.87681144,KidneyBeans,3.442791867492589
32,57,18,15.53834801,23.75560241,5.695422863,35.05317796,KidneyBeans,0.6400697318603009
27,56,22,19.91853092,20.70099804,5.833010958,35.41478575,KidneyBeans,2.343842977859187
17,77,24,20.76952209,18.93146941,5.568456899,35.52280782,KidneyBeans,2.1853625661996707
13,72,21,24.32116642,21.0278674,5.821194486,21.51595554,KidneyBeans,2.3540983611553488
34,60,23,20.12574053,24.96969858,5.659254981,32.94532135,KidneyBeans,2.8873745665336483
9,80,19,21.80619564,18.57086554,5.945465949,40.1428933,KidneyBeans,1.4045648780438278
11,72,20,19.52226241,24.92607153,5.951177452,36.76265115,KidneyBeans,1.127614834810107
3,67,24,17.00067625,19.90790546,5.520880014,33.8771956,KidneyBeans,0.1870886093458774
35,69,23,16.78791503,24.96881755,5.578410206,25.87737942,KidneyBeans,1.2537431438625932
3,77,25,24.84906168,22.89464642,5.608165195,22.0726787,KidneyBeans,0.712950823352408
23,62,19,16.51783455,20.4555596,5.609435128,32.57986846,KidneyBeans,0.7680036089682246
22,71,17,18.15300153,19.38602098,5.509295379,35.14103345,KidneyBeans,1.171223789641589
31,79,25,23.18864385,22.3104551,5.902033406,22.40864604,KidneyBeans,4.687345593001431
34,59,18,23.38002569,21.98879437,5.744117663,29.38763984,KidneyBeans,3.8231732901610176
12,63,17,18.358923,19.37703396,5.717143397,43.96975977,KidneyBeans,0.7816847290693201
27,56,20,19.25975367,20.51346956,5.542690119,31.48084845,KidneyBeans,1.860125342135372
7,63,24,22.95458237,24.03553105,5.858617867,35.15274098,KidneyBeans,1.3730104147300075
24,67,22,20.120043,22.89845607,5.618844277,34.26011934,KidneyBeans,2.303918684130624
11,71,24,21.14011423,22.7182355,5.606620346,44.88668741,KidneyBeans,1.630083697422388
37,74,15,24.92360104,18.22590825,5.582178402,22.21520601,KidneyBeans,3.88615828729864
25,76,24,15.33042636,24.91506728,5.56503533,43.08378112,KidneyBeans,0.631735206573951
34,66,17,18.81097271,21.27833035,5.889614577,40.13934339,KidneyBeans,1.889812516159211
20,69,15,23.44260668,22.77255917,5.934136378,35.06141511,KidneyBeans,2.5550240187617725
37,65,16,22.8352024,18.97267518,5.683548308,22.46918584,KidneyBeans,3.62756469154377
18,74,15,24.9035819,22.27512704,5.70836603,46.28526543,KidneyBeans,2.466520480663253
4,67,25,23.78709569,24.35679348,5.948164454,38.57483943,KidneyBeans,0.9165137900242808
37,56,25,22.05592283,19.60379304,5.774755144,40.61107391,KidneyBeans,4.281163115690744
5,59,15,18.87492997,20.18238348,5.97229163,42.75321029,KidneyBeans,0.3902527724443566
11,61,21,18.62328774,23.02410338,5.532100554,43.08557566,KidneyBeans,0.8634145800847749
22,80,20,23.00884744,18.86880997,5.669560726,32.96511839,KidneyBeans,3.187475201749641
12,61,19,19.33162606,24.13995025,5.655726817,23.88291215,KidneyBeans,1.0443756677532283
5,74,21,16.24469193,21.35793891,5.591704014,23.43980821,KidneyBeans,0.2218981681888457
27,69,22,17.91652287,24.90814655,5.932323085,24.06517535,KidneyBeans,1.5262924036395988
31,75,18,15.46789263,21.43780702,5.824208309,29.73791983,KidneyBeans,0.6600680503406666
36,68,20,17.06104474,23.77201471,5.86442953,27.71097851,KidneyBeans,1.3200840309370412
5,65,16,21.32776028,18.48522915,5.866744372,35.54635807,KidneyBeans,0.6659670631900904
32,79,15,23.90910104,20.74619325,5.706198621,27.64428518,KidneyBeans,3.586052427203348
11,78,22,23.89756791,22.74378977,5.940546818,36.56943779,KidneyBeans,2.1548084791631954
14,59,15,21.35135729,22.91244883,5.779090476,46.28013348,KidneyBeans,1.493350855093084
29,68,23,24.1638445,19.27907819,5.82738029,37.73920471,KidneyBeans,4.361588412353344
32,68,19,24.62835037,18.18325169,5.514234138,47.2253169,KidneyBeans,4.054451765534792
17,64,17,21.02213209,24.93896255,5.662699104,40.00340434,KidneyBeans,1.7991988725805537
13,69,19,17.30844532,20.01730914,5.86390397,37.29863362,KidneyBeans,0.6853208251708323
14,67,22,23.82576704,24.75485098,5.624690248,28.51765411,KidneyBeans,2.4319254433050976
9,69,20,19.30607278,23.96362799,5.591560999,41.36348638,KidneyBeans,0.8667695461332372
20,73,22,16.03768615,22.33195853,5.976312538,41.66381603,KidneyBeans,0.6952343757331826
40,78,20,19.18572809,20.83398341,5.669236258,27.2278547,KidneyBeans,2.535436954809349
27,72,23,19.92889503,21.79992115,5.961934481,22.59379539,KidneyBeans,2.5839221115734032
14,67,15,19.56376468,24.67385131,5.690065688,44.22186793,KidneyBeans,1.1018886822081024
7,56,18,18.31357543,24.32991649,5.698371311,26.0751549,KidneyBeans,0.4902761740631806
27,65,18,20.10993761,23.22323766,5.59503163,25.27697264,KidneyBeans,2.1767154917130767
30,63,16,23.60506572,21.90539577,5.525904526,33.10283701,KidneyBeans,3.307910972994188
37,70,25,19.73136909,24.89487354,5.819403771,28.35159228,KidneyBeans,3.0914327558133525
27,63,19,20.93409877,21.1893007,5.562201934,42.46880514,KidneyBeans,2.590374686276996
22,60,24,18.78226261,20.24768314,5.630664753,34.15433112,KidneyBeans,1.652271412961013
3,72,24,36.51268371,57.92887167,6.03160778,39.4407958,PigeonPeas,0.0309532338716957
40,59,23,36.89163721,62.73178224,5.269084669,51.2432917,PigeonPeas,0.1747330315675448
33,73,23,29.23540524,59.38967583,5.985792703,33.88798284,PigeonPeas,2.0946751547651377
27,57,24,27.33534897,43.35795962,6.09186275,45.09493325,PigeonPeas,2.320201328124693
10,79,18,21.0643684,55.46985938,5.624731338,57.24789394,PigeonPeas,0.7815968361269924
30,75,25,30.33276599,42.35249879,6.446091759,47.09768736,PigeonPeas,1.77258649899646
40,70,20,31.80130272,45.03186173,5.623490043,46.44716787,PigeonPeas,1.1697523494434587
38,55,19,33.18184225,38.23184742,5.864623352,61.33042546,PigeonPeas,0.7059088142210893
35,58,20,29.38538562,63.47742011,5.761702519,30.07305363,PigeonPeas,1.800590565510635
38,61,21,30.27374995,67.38680755,4.696518678,40.91284868,PigeonPeas,1.470697929081506
33,58,24,35.45790488,68.75810535,5.269504214,35.41186914,PigeonPeas,0.3019053118830678
16,56,17,33.80020039,40.03262418,7.445444883,54.9472958,PigeonPeas,0.2909724827567999
31,72,17,28.69180475,49.47225353,5.833031708,31.88569799,PigeonPeas,1.7961406636427693
16,80,20,31.24021696,56.67369054,7.339320929,39.25709003,PigeonPeas,0.7620548020360961
27,72,17,28.98039357,57.23265151,6.347929353,38.89182943,PigeonPeas,1.6635521990008113
40,62,19,27.32198928,34.13737127,4.697750704,31.92966675,PigeonPeas,2.2374323561848506
18,58,16,21.47607807,38.80023714,4.962661422,56.02937759,PigeonPeas,1.0580146330359024
3,68,16,18.31910448,34.69776639,4.964887857,35.07820704,PigeonPeas,0.1231408851823908
26,67,24,36.97794384,37.73992903,5.642813116,50.59807365,PigeonPeas,0.1421079241635501
